书籍路径,toc.md中的标题,缺失文件的完整路径
"design/02-design-patterns","适配器模式：接口转换与兼容","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\adapter-pattern.md"
"design/02-design-patterns","适配器实战：API 适配与数据转换","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\adapter-practice.md"
"design/02-design-patterns","装饰器模式：动态功能增强","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\decorator-pattern.md"
"design/02-design-patterns","TypeScript 装饰器语法详解","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\ts-decorator-syntax.md"
"design/02-design-patterns","装饰器实战：日志、缓存与权限","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\decorator-practice.md"
"design/02-design-patterns","代理模式：访问控制与间接访问","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\proxy-pattern.md"
"design/02-design-patterns","ES6 Proxy 与 Reflect 详解","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\es6-proxy-reflect.md"
"design/02-design-patterns","代理实战：懒加载、缓存与验证","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\proxy-practice.md"
"design/02-design-patterns","外观模式：复杂子系统的简化","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\facade-pattern.md"
"design/02-design-patterns","外观实战：SDK 封装与模块简化","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\facade-practice.md"
"design/02-design-patterns","组合模式：树形结构的统一处理","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\composite-pattern.md"
"design/02-design-patterns","组合实战：菜单树与组件树","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\composite-practice.md"
"design/02-design-patterns","桥接模式：抽象与实现分离","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\bridge-pattern.md"
"design/02-design-patterns","享元模式：大量对象的内存优化","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\structural\flyweight-pattern.md"
"design/02-design-patterns","观察者模式：事件驱动的核心","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\observer-pattern.md"
"design/02-design-patterns","观察者模式与 RxJS","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\observer-rxjs.md"
"design/02-design-patterns","发布订阅模式：解耦的消息总线","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\pubsub-pattern.md"
"design/02-design-patterns","EventEmitter 实现与最佳实践","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\event-emitter.md"
"design/02-design-patterns","策略模式：算法的封装与切换","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\strategy-pattern.md"
"design/02-design-patterns","策略实战：验证策略与计算策略","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\strategy-practice.md"
"design/02-design-patterns","命令模式：操作的封装与队列","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\command-pattern.md"
"design/02-design-patterns","命令实战：撤销重做与宏命令","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\command-practice.md"
"design/02-design-patterns","状态模式：状态驱动的行为变化","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\state-pattern.md"
"design/02-design-patterns","状态机详解：XState 深度使用","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\xstate-deep-dive.md"
"design/02-design-patterns","状态实战：UI 状态与流程状态","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\state-practice.md"
"design/02-design-patterns","责任链模式：请求的链式处理","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\chain-of-responsibility.md"
"design/02-design-patterns","责任链实战：中间件与拦截器","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\chain-practice.md"
"design/02-design-patterns","迭代器模式：集合的统一遍历","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\iterator-pattern.md"
"design/02-design-patterns","Generator 与异步迭代器","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\generator-async-iterator.md"
"design/02-design-patterns","中介者模式：组件通信的集中管理","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\mediator-pattern.md"
"design/02-design-patterns","模板方法模式：算法骨架与钩子","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\template-method.md"
"design/02-design-patterns","访问者模式：操作与数据结构分离","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\visitor-pattern.md"
"design/02-design-patterns","备忘录模式：状态快照与历史","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\memento-pattern.md"
"design/02-design-patterns","解释器模式：DSL 的设计与实现","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\behavioral\interpreter-pattern.md"
"design/02-design-patterns","模式的组合使用策略","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\practice\pattern-combinations.md"
"design/02-design-patterns","实战：可扩展的表单验证系统","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\practice\form-validation-system.md"
"design/02-design-patterns","实战：插件化架构设计","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\practice\plugin-architecture.md"
"design/02-design-patterns","实战：富文本编辑器核心架构","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\practice\rich-text-editor.md"
"design/02-design-patterns","实战：规则引擎设计","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\practice\rule-engine.md"
"design/02-design-patterns","反模式：设计模式的误用","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\practice\anti-patterns.md"
"design/02-design-patterns","总结：构建你的模式工具箱","E:\CoderBooks\src\books\design\02-design-patterns\book_zh\practice\building-pattern-toolkit.md"
"design/03-functional-architecture-patterns","函数式编程概述：范式与思维方式","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-basics\fp-overview.md"
"design/03-functional-architecture-patterns","纯函数：无副作用的计算","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-basics\pure-functions.md"
"design/03-functional-architecture-patterns","不可变性：数据的安全保障","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-basics\immutability.md"
"design/03-functional-architecture-patterns","Immutable.js 与 Immer 对比","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-basics\immutable-libraries.md"
"design/03-functional-architecture-patterns","一等函数：函数作为值","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-basics\first-class-functions.md"
"design/03-functional-architecture-patterns","高阶函数：函数的抽象与复用","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-basics\higher-order-functions.md"
"design/03-functional-architecture-patterns","闭包与作用域链","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-basics\closures-scope.md"
"design/03-functional-architecture-patterns","柯里化：参数的分步传递","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-advanced\currying.md"
"design/03-functional-architecture-patterns","偏应用：固定部分参数","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-advanced\partial-application.md"
"design/03-functional-architecture-patterns","函数组合：compose 与 pipe","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-advanced\function-composition.md"
"design/03-functional-architecture-patterns","Point-Free 风格","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-advanced\point-free.md"
"design/03-functional-architecture-patterns","惰性求值与惰性序列","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-advanced\lazy-evaluation.md"
"design/03-functional-architecture-patterns","递归与尾调用优化","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-advanced\recursion-tail-call.md"
"design/03-functional-architecture-patterns","Transducer：高效的数据转换","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-advanced\transducers.md"
"design/03-functional-architecture-patterns","Functor：可映射的容器","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-abstractions\functor.md"
"design/03-functional-architecture-patterns","Applicative Functor","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-abstractions\applicative.md"
"design/03-functional-architecture-patterns","Monad：可链式操作的容器","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-abstractions\monad.md"
"design/03-functional-architecture-patterns","Maybe Monad：空值的优雅处理","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-abstractions\maybe-monad.md"
"design/03-functional-architecture-patterns","Either Monad：错误处理的函数式方案","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-abstractions\either-monad.md"
"design/03-functional-architecture-patterns","IO Monad：副作用的隔离","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-abstractions\io-monad.md"
"design/03-functional-architecture-patterns","Task/Future：异步的函数式处理","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-abstractions\task-future.md"
"design/03-functional-architecture-patterns","Lens：不可变数据的优雅操作","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-abstractions\lens-optics.md"
"design/03-functional-architecture-patterns","fp-ts 库实战","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\fp-abstractions\fp-ts-practice.md"
"design/03-functional-architecture-patterns","前端架构的演进历程","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\architecture-evolution\evolution-history.md"
"design/03-functional-architecture-patterns","MVC 模式：经典的三层分离","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\architecture-evolution\mvc-pattern.md"
"design/03-functional-architecture-patterns","MVP 模式：视图与逻辑的解耦","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\architecture-evolution\mvp-pattern.md"
"design/03-functional-architecture-patterns","MVVM 模式：数据绑定的理念","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\architecture-evolution\mvvm-pattern.md"
"design/03-functional-architecture-patterns","MVC vs MVP vs MVVM 对比分析","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\architecture-evolution\mvc-mvp-mvvm-comparison.md"
"design/03-functional-architecture-patterns","Flux 架构：单向数据流的起源","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\unidirectional\flux-architecture.md"
"design/03-functional-architecture-patterns","Redux 核心概念详解","E:\CoderBooks\src\books\design\03-functional-architecture-patterns\book_zh\unidirectional\redux-concepts.md"
